
="",="(1)",="(2)",="(3)"
="",="index1",="hstrt",="informal_prod"

="treatment",="-0.0015***",="-0.0095",="-0.0002"
="",="(0.0004)",="(0.0410)",="(0.0011)"

="_cons",="3.7089",="-39.1155",="15.3823"
="",="(2.8029)",="(275.1991)",="(11.2307)"

="N",="2456",="2459",="2455"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
