
="",="(1)",="(2)",="(3)"
="",="sec_com",="supc",="aedu"

="treatment",="-0.0030**",="-0.0024***",="-0.0262***"
="",="(0.0012)",="(0.0006)",="(0.0064)"

="_cons",="-5.8538",="9.2826**",="97.9209"
="",="(7.0284)",="(4.0502)",="(58.9556)"

="N",="2459",="2459",="2459"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
