
="",="(1)",="(2)",="(3)"
="",="log_ila",="log_wage",="ila_tot"

="treatment",="-0.0022",="-0.0019*",="-1.9064***"
="",="(0.0013)",="(0.0010)",="(0.6236)"

="_cons",="-46.7354*",="-49.5711***",="-60099.6084***"
="",="(24.9574)",="(17.1082)",="(11106.8434)"

="N",="2386",="2452",="2457"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
