
="",="(1)",="(2)"
="",="l1",="l2"

="desocupa",="0.9794***",="1.0807"
="",="(0.3300)",="(0.7221)"

="wage",="-0.6503*",="-0.1648"
="",="(0.3334)",="(0.4389)"

="ipcf",="0.0037**",="-0.0068"
="",="(0.0017)",="(0.0044)"

="pa_days_lost",="",="0.4877***"
="",="",="(0.1736)"

="_cons",="4.0949",="-6050.9891***"
="",="(2.5106)",="(1548.2649)"

="N",="288",="288"
="R-sq",="0.060",="0.445"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
