
="",="(1)",="(2)",="(3)"
="",="sec_com",="supc",="aedu"

="treatment",="-0.0026**",="-0.0008",="-0.0217***"
="",="(0.0011)",="(0.0007)",="(0.0062)"

="_cons",="-2.7607",="3.3147",="128.7986*"
="",="(6.2655)",="(4.7883)",="(63.3739)"

="N",="2460",="2460",="2460"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
