
="",="(1)",="(2)",="(3)"
="",="unemployed",="nilf",="nini"

="treatment",="0.0009*",="0.0007",="0.0027***"
="",="(0.0004)",="(0.0009)",="(0.0007)"

="_cons",="15.5607***",="-2.9766",="7.9480"
="",="(4.3651)",="(8.3297)",="(9.0788)"

="N",="2456",="2460",="2460"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
